autor,dt_postagem,link,site,texto,titulo
Arthur Caldeira,14/12/2017,https://mototour.com.br/news/industria-de-motos-deve-voltar-a-crescer-em-2018,mototour,"Estimulados pelo aumento na produção de motocicletas em outubro e novembro, os fabricantes anunciaram hoje uma previsão otimista para 2018. A Abraciclo, associação do setor, projeta um crescimento de 5% no próximo ano, chegando a 935.000 unidades produzidas. Nos últimos dois meses, a produção se estabilizou em outubro e cresceu 5,6% em novembro. “Este cenário (dos últimos meses) confirma que teremos pela frente um ano com resultados mais positivos e o início da retomada da indústria de motocicletas”, afirmou Marcos Fermanian, presidente da Abraciclo.Embora tímido, o aumento previsto é um alento para o setor de duas rodas. Afinal, a produção de motos no Brasil tem recuado abruptamente desde 2011: passou de 2.136.891 unidades fabricadas naquele ano para as 890.000 projetadas para o fechamento de 2017. Apesar do otimismo, a produção e as vendas no varejo ainda acumulam queda em torno de 5% em 2017 – entre janeiro e novembro foram emplacadas 773.576 unidades, recuo de 5,5% em comparação ao mesmo período do ano passado. A projeção para 2018 no varejo é menos positiva: incremento de 2,1% com a venda de 865.000 unidades, contra as 847.000, que devem ser vendidas até o final deste ano.Mas os sinais de retomada da economia, os juros baixos e a melhora no índice de confiança do consumidor são alguns dos motivos para a projeção otimista no próximo ano. Prova disso é o crédito direto ao consumidor (CDC), responsável por 40% das vendas do setor, sendo a modalidade preferida para a aquisição de uma nova moto neste ano.O bom desempenho dos scooters é outro fator que anima a indústria, pois se trata de novos consumidores que aderiram ao veículo de duas rodas como meio de transporte. As vendas cresceram 57%, passando de 37.293 scooters comercializados em 2016 para 58.600.",Indústria de motos deve voltar a crescer em 2018
Arhur Caldeira,16/11/2017,https://mototour.com.br/news/nova-yamaha-fazer-250-fica-mais-esportiva-e-moderna1,mototour,"Principal lançamento da Yamaha no Salão Duas Rodas deste ano, a Yamaha Fazer 250 ABS 2018 é completamente nova. Exceto pelo conhecido motor de um cilindro e 250 cm³, que ganhou 0,6 cavalos de potência; quadro, suspensões, freios e o visual foram renovados. Vendida apenas com freios ABS, o preço da nova Fazer 250 subiu R$ 1.000: R$ 14.990 com garantia de quatro anos. Fruto de um projeto global, conduzido pelos departamentos de engenharia da Yamaha no Brasil, Índia e Japão, a nova Fazer 250 ABS recebe este nome apenas em nosso mercado. No restante do mundo, a moto é conhecida como FZ 25. Outra diferença do modelo “brasileiro” é o motor bicombustível, que pode ser alimentado com etanol e gasolina.Outra motoÀ primeira vista não dá para confundir a nova com a antiga Fazer. O design, “musculoso” na dianteira, e o pneu traseiro mais largo - na medida 140/70-17 - conferem um ar de moto maior ao modelo de 250cc. O banco, agora em dois níveis, remete à naked de 600 cc da marca, a XJ6. Lanterna e farol usam LEDs e são uma exclusividade no segmento de 250cc.A modernidade aparece também no novo painel digital, que ficou mais completo. Além do velocímetro, conta-giros e hodômetros, traz consumo instantâneo e médio, além do relógio. E aqui vai uma crítica: as horas não são fixas no painel como no modelo anterior, ou se enxerga o relógio, ou o consumo... Mas não se engane, não foi apenas a “casca” que mudou. A Yamaha adotou um inédito quadro em aço do tipo Diamond, ou seja, com o motor fazendo parte da estrutura, ao invés do antigo berço duplo. As suspensões também foram aprimoradas. O garfo dianteiro ficou mais robusto, com tubos de 41 mm de diâmetro (antes tinham 37 mm), e o curso aumentou para 130 mm. O monoamortecedor é fixado diretamente na nova balança traseira, abandonando o sistema de links.Motor respira melhorEmbora seja o mesmo mecanicamente, o motor respira melhor na nova Yamaha 250cc, graças à maior caixa de ar. Com isso, o monocilíndrico de 249,5 cm³, comando simples no cabeçote e refrigeração mista com radiador de óleo, ganhou 0,6 cavalos de potência: produz 21,3 cv (21,6 cv com etanol) nos mesmos 8.000 giros. O torque também aumentou um “pouquinho”: dos antigos 2,09 kgf.m passou para 2,1 kgf.m na mesma faixa de rotação, 6.500 rpm.Segundo Henrique Tunis, instrutor técnico da Yamaha, a central eletrônica (ECU) ficou mais rápida para controlar a ignição e a injeção eletrônica, agora com bico de 10 orifícios, como nas motos maiores. “A alimentação está mais precisa e, apesar do desempenho melhor, o consumo do novo modelo é menor”, afirma Tunis. A compacta ponteira de escapamento também contribuiu para o melhor fluxo de gases no modelo. E ajudou na redução de peso da Fazer 250 2018, que ficou 4 kg mais leve: são 149 kg em ordem de marcha.A capacidade do tanque de combustível foi reduzida. Dos antigos 18,5 litros caiu para 14 litros (3,2 de reserva). Por outro lado, na nova Fazer 250 três peças plásticas cobrem o reservatório, como acontece na MT-03. Na prática, isso significa menor custo de manutenção, pois em caso de queda não será preciso trocar todo o tanque, mas apenas a carenagem danificada.Primeiras impressõesDepois de uma aula técnica sobre a nova Fazer 250 ABS, era hora de rodar nas estradas da Serra da Mantiqueira, na região de Campos do Jordão (SP), para ver como as mudanças funcionavam na prática. Ao subir na moto, já se percebe que a posição de pilotagem mudou. A altura do banco diminuiu (de 80,5 cm para 79 cm). As pedaleiras foram recuadas e o formato do novo tanque permite um encaixe melhor das pernas. Embora os joelhos fiquem mais dobrados do que na antiga Fazer, o tronco se mantém ereto por conta do guidão mais alto e largo. A posição traz uma pitada de esportividade, mas sem prejudicar tanto o conforto.Ao dar partida no motor, o ronco da nova ponteira se mostra mais encorpado e empolgante, o que instiga a acelerar. A coroa ganhou um dente, melhorando a arrancada. O motor manteve o bom desempenho em baixas e médias rotações, com torque suficiente para rodar a 4.000 giros em terceira ou quarta marcha, sem ter que ficar usando o câmbio de cinco velocidades a toda hora. Apesar da relação mais curta, a velocidade final manteve-se igual, graças ao pequeno ganho de potência da nova Fazer. Cheguei a 143 km/h, indicados no painel, praticamente a mesma do antigo modelo.O desempenho do conjunto motriz (motor e câmbio) da nova 250cc da Yamaha não mudou tanto, mas a ciclística impressionou. As suspensões estão mais firmes, porém o curso maior na dianteira e a mola progressiva na traseira absorvem bem lombadas e buracos. Em uma estrada repleta de curvas, a nova geometria do quadro, com ângulo de cáster reduzido de 26,30° para 24,30°, deixou a nova Fazer mais obediente nas entradas de curva – e o largo pneu traseiro parece não ter prejudicado sua agilidade. Em geral, o conjunto ganhou esportividade: rápido para contornar curvas e estável em alta velocidade. Os freios – com novos discos de mesmo diâmetro nas duas rodas – ficam devendo aquela “mordida” instantânea de modelos mais caros, mas param a moto street com segurança. O sistema ABS de dois canais só atuou mesmo quando exagerei de propósito. Menos utilitáriaO primeiro contato com a nova Yamaha Fazer 250 ABS foi positivo. Rodamos cerca de 120 km em rodovias de mão dupla e atravessando pequenas cidades, com algumas lombadas. O consumo, indicado no painel, ficou na casa dos 33 km/litro, marca melhor do que no modelo anterior, mas ainda teremos de fazer uma medição mais criteriosa.A ciclística reformulada deixou a nova Fazer, ou FZ 25, como ela é chamada em outros mercados, mais esportiva. Bom para se divertir no final de semana e, o melhor, sem prejudicar sua agilidade no uso urbano. Entretanto, a nova posição de pilotagem é mais cansativa do que a antiga. O banco e as suspensões perderam parte da maciez, característica da “velha” Fazer. Ao final do trajeto, joelhos e tornozelos reclamaram um pouco. No geral, a Fazer 250 ABS 2018 deixou de ser uma moto utilitária como a anterior. Ganhou apelo esportivo e se aproximou da MT-03. “Agora, ela está mais para uma caçula das nakeds grandes, do que uma evolução da Fazer 150”, acredita Ricardo Susini, diretor comercial da Yamaha.Com a reformulação completa, o novo modelo vai disputar mercado com a Honda CB Twister, lançada há dois anos. “Esperamos chegar a 40% das vendas no segmento”, afirma Hélio Ninomyia, gerente de marketing da Yamaha.Com visual mais atraente e nova tecnologia, a Fazer 250 ABS terá quatro opções de cores: azul metálico, branco metálico, preto sólido e vermelho fosco. Terá revisões com preço fixo e garantia de quatro anos para enfrentar o modelo de 250cc da Honda. O preço sugerido pela Yamaha, sem frete, é de R$ 14.990, bastante competitivo perante aos R$ 15.640, pedidos pela Twister com ABS.FICHA TÉCNICAYamaha Fazer 250 ABS 2018Motor	Monocilíndrico, 249,5 cm³, SOHC, duas válvulas, refrigeração a ar com radiador de óleoDiâmetro x curso	74,0 x 58,0 mmTaxa de compressão	9.8: 1Potência máxima	21,3 cv a 8.000 rpm (gasolina) / 21,5 cv (etanol)Torque máximo	2,1 kgf.m a 6.500 rpm (gasolina e etanol)Câmbio	Cinco marchas Transmissão final	por correnteAlimentação	Injeção eletrônica.Quadro	Diamond em açoSuspensão dianteira	Garfo telescópico de 41 mm de diâmetro com 130 mm de cursoSuspensão traseira	Amortecedor fixado na balança com 120 mm de curso e ajuste na pré-carga da molaFreio dianteiro	Disco de 282 mm de diâmetro com ABSFreio traseiro	Disco de 220 mm de diâmetro com ABSPneus	Pirelli Sport Demon 100/80-17 (diant.) / 140/70-17 (tras.)Comprimento 2.015 mm Largura 770 mm Altura 1.070 mm Entre Eixos 1.360 mm Altura Mínima do Solo 160 mm Altura do assento 790 mmTanque	14 litros (3,2 l na reserva).Peso	em ordem de marcha	149 kgPreço sugerido	R$ 14.990 (sem frete)",Nova Yamaha Fazer 250 fica mais esportiva e moderna
Aldo Tizani,26/10/2017,https://mototour.com.br/news/nova-bobber-black-chega-ao-brasil-no-ano-que-vem,mototour,"A Triumph apresentou em sua fábrica de Hinckley, na Inglaterra, a nova Bobber Black, uma evolução do clássico modelo lançado no ano passado. Equipada com o mesmo motor bicilíndrico de 77 cv e 1200 cm³ de capacidade da Bobber, a nova versão Black, como o nome denuncia, adotou uma atitude mais sombria, com muitas peças pintadas em preto. Mas as mudanças não param por aí. O modelo ganhou nova suspensão dianteira, mais robusta e com tubos de 47 mm de diâmetro e 90 mm de curso. A roda dianteira tem 16 polegadas – a versão anterior usava aro 19 – e será calçada com pneu Avon Cobra, mais largo, na medida 130/90-16. Para aumentar a segurança, disco duplo de 310 mm “mordidos” por pinças Brembo. O freio ABS é de série e está disponível em ambas as rodas.Segundo Paul Stroud, diretor comercial da Triumph, todas as mudanças realizadas, principalmente na dianteira, “aumentaram o prazer na pilotagem, já que com uma roda menor, a Bobber Black está mais ágil, isso sem perder sua identidade e força”.A minimalista Bobber esconde ainda outras melhorias na parte tecnológica. Como por exemplo, o botão único que fica do lado esquerdo e controla os modos de pilotagem, disponíveis para as conduções ""Road"" e ""Rain"". Agora o controle de tração pode ser desabilitado.O motor é o mesmo da versão anterior: dois cilindros paralelos 1200 cm³ de capacidade, com refrigeração líquida, comando simples no cabeçote (SOHC) e intervalo de 270° na ignição. São 10,81 kgf.m de torque máximo já a 4.000 giros. Ou seja, muita força em baixas e médias rotações. A potência é de 77 cv a 6.100 rpm e a moto usa transmissão final por corrente e câmbio tem seis velocidades. A Bobber Black terá duas opções de cores, ambas pretas, óbvio: Jet Black (preto brilhante) e Matt Jet Black (preto fosco). Esteticamente, várias peças receberam acabamento em preto: escape, pedal de freio e de trocas de marcha, cobertura de motor, moldura do farol, cubo de roda e aro. Juntou-se a esta lista um novo farol, lanterna e piscas de LED, assento único e painel com apenas um mostrador. Infelizmente, a Bobber Black não estará no estande da marca inglesa durante o Salão Duas Rodas 2017, que acontece em novembro. Mas, segundo fontes ligadas à subsidiária brasileira da Triumph, o modelo chegará ao Brasil no primeiro semestre de 2018. Apesar das mudanças, o valor não deve ultrapassar a casa dos R$ 53.000 – a Bobber atualmente comercializada aqui custa R$ 49.990.",Nova Bobber Black chega ao Brasil no ano que vem
,11/10/2017,https://mototour.com.br/news/dnit-e-condenado-a-indenizar-motociclista-por-acidente-na-br-280,mototour,"A 3ª Turma do Tribunal Regional Federal da 4ª Região (TRF4) manteve, na última semana, a condenação do Departamento Nacional de Infraestrutura de Transportes (DNIT) ao pagamento de indenização por dano moral e pensão vitalícia a um motociclista que se acidentou na BR 280, no município de São Francisco do Sul (SC).Em julho de 2013, o motociclista dirigia no sentido São Francisco do Sul -Joinville (SC). No entanto, quando passou pelo trevo de acesso ao município de Araquaci (SC), caiu num grande buraco que tinha na pista.Devido ao acidente, o homem sofreu fatura de colo do fêmur esquerdo e fratura na vértebra lombar. Então, ele ajuizou ação na 2ª Vara Federal de Joinville solicitando indenização por dano moral e estético, pagamento de pensão vitalícia juntamente com o 13º salário e o pagamento de eventual procedimento cirúrgico.O pedido foi julgado parcialmente procedente, condenando o DNIT a pagar R$ 40 mil por dano moral, R$ 536,58 de pensão vitalícia e mais uma parcela anual referente ao 13º salário.O DNIT recorreu ao tribunal, alegando que o autor não foi capaz de comprovar o nexo de causalidade entre a alegada falha no pavimento e o infortúnio experimentado. Segundo o relator do caso no TRF4, desembargador federal Rogerio Favreto, pessoas jurídicas de direito público e as de direito privado prestadoras de serviços públicos respondem objetivamente por danos que seus agentes causarem a terceiros, sendo suficiente para o reconhecimento do dever de indenizar a ocorrência de um dano.“Mantida a sentença pelos seus próprios fundamentos, considerada a ocorrência de ato omissivo, a falta de sinalização adequada em relação a buraco na pista, gerador dos danos narrados”, afirmou o desembargador.",DNIT é condenado a indenizar motociclista por acidente na BR 280
,26/09/2017,https://mototour.com.br/news/salao-de-motos-reune-500-expositores-nos-eua,mototour,"Lá há cerca de 500 expositores – montadoras e fabricantes de motopeças e acessórios – que exibem suas novidades. Misto entre feira de negócios e salão aberto ao consumidor, o AIMExpo oferece diversas atividades ao público. Além de palestras com os principais executivos das marcas e lançamentos de moto, o evento terá campeonato de customização, cujo apoio deste ficará a cargo da BMW. Na área externa motocross freestyle, test-ride e uma área para food truck. O Salão de motos americano vai até domingo, 24 de setembro. Mais informações, acesse site evento",Salão de motos reúne 500 expositores nos EUA
Aldo Tizzani,01/09/2017,https://mototour.com.br/news/kit-de-transmissao-para-motos-tera-certificacao-em-2018,mototour,"O que até então era uma exigência apenas aos fabricantes e importadores de autopeças, a partir de março de 2018 passa a valer também para o setor de motopeças: as peças de reposição para motocicletas – de fabricação nacional ou importadas – deverão atender às normas do Inmetro (Instituto Nacional de Metrologia, Qualidade e Tecnologia). O processo de certificação no segmento de duas rodas começou pelo capacete e, na sequência, veio a bateria. O próximo grupo de peças certificadas será o kit relação, formado por corrente, coroa e pinhão; além do escapamento. Depois de um longo período de ensaios e prazos, a Associação Brasileira de Normas Técnicas (ABNT) elaborou a padronização para correntes de rolos de motocicletas (motonetas, ciclomotores, triciclos e quadriciclos), bem como de coroas e pinhões que compõem o sistema de transmissão, que é responsável por transferir o movimento da caixa de câmbio para a roda traseira.Benefícios para o consumidorAs análises da ABNT foram feitas para atestar a qualidade dos componentes. Segundo o Inmetro, o consumidor terá mais segurança ao adquirir um produto certificado. A Anfamoto, associação que reúne os fabricantes de motopeças, também apoia a certificação. “As peças de reposição devem ter requisitos mínimos de qualidade e durabilidade. Sempre alertamos para que o consumidor compre qualidade e não preço”, explica Orlando Leone, presidente da Anfamoto.Um dos maiores mercados de motopeças do mundo, o Brasil sofre com peças de procedência e qualidade duvidosas, que inevitavelmente são comercializadas no mercado interno. Tais componentes geram prejuízos aos fabricantes e importadores. Peças de má qualidade podem quebrar e, com isso, até causar acidentes com motociclistas.Novas certificaçõesO processo de certificação de motopeças não vai parar por aí. Porém, o Inmetro ainda não disponibilizou portarias específicas para a certificação de novos componentes, ficando a critério do fabricante a opção pela certificação voluntária. Mas há produtos que também são utilizados nos automóveis e que passam por uma Avaliação da Conformidade como, por exemplo, fluido de freio, baterias chumbo-ácido e pneus novos. A ABNT já dispõe de um processo de certificação voluntária para cabos e velas de ignição para motocicletas.",Kit de transmissão para motos terá certificação em 2018
,11/08/2017,https://mototour.com.br/news/triumph-e-bajaj-firmam-parceria-para-produzir-motos-de-maior-volume,mototour,"No caso, a escolhida é a Bajaj. A intenção da Triumph é o desenvolvimento de novos modelos de motocicletas. Segundo o comunicado, a parceria permitirá a Triumph atuar em novos nichos de mercado de maior volume, principalmente em nações emergentes. Para a Bajaj será a oportunidade de receber a tecnologia da inglesa Triumph que atua em mercados elitizados e com motos mais sofisticadas e menor volume de vendas. O comunicado é assinado por Nick Bloor, CEO da Triumph, e não informou quais serão os próximos lançamentos das empresas.",Triumph e Bajaj firmam parceria para produzir motos de maior volume
Aldo Tizzani,28/07/2017,https://mototour.com.br/news/nova-ninja-650-foi-remodelada-agora-esta-mais-leve-e-menos-potente,mototour,"Simples, versátil, econômica e com uma pitada de esportividade. Características reforçadas na renovada Kawasaki Ninja 650. O modelo 2018 também mudou visualmente: ficou bonita e moderna. Apesar de sua aparência e sobrenome esportivos, a Ninja 650 pode ser uma boa parceira para o dia a dia, passeio de final de semana ou até mesmo uma longa viagem. A nova Ninja 650 tem preço sugerido a partir de R$ 33.990, na cor preta, e R$ 34.990 para a Special Edition, vendida apenas na cor verde. Ambas contam com ABS de série, que é o único recurso eletrônico do modelo. Com linhas mais atraentes e angulosas, a carenagem da Ninja 650 está mais afilada, sua rabeta, mais encorpada e o marcante conjunto óptico duplo foi redesenhado. Assim como a lanterna traseira, que ganhou LEDs que formam a letra “X”.Mas a grande mudança no modelo 2018 foi na parte ciclística. O novo quadro perdeu 15 quilos em relação à versão anterior e agora marca 193 kg (em ordem de marcha) na balança. A Kawasaki deixou de lado o amortecedor lateral e adotou uma posição mais tradicional: o monoamortecedor agora é fixado por links à balança traseira e traz ajuste na pré-carga da mola. O conjunto de suspensões tem bom curso para uma sport-touring: 125 mm, na dianteira, e 130 mm, na traseira. Na prática, a Ninja 650 absorve bem as imperfeições do piso, com o acerto voltado mais para o conforto.Destaque também para os eficientes freios, a disco em ambas as rodas, e dotados de ABS. O conjunto está superdimensionado, já que a resposta é quase instantânea quando se aciona o manete ou o pedal. Em situações extremas o ABS entra em ação sem assustar o piloto, modulando bem a força exercida para a frenagem, sem deixar a roda travar. Tudo em nome de um maior prazer na pilotagem, sem muita interferência eletrônica, com exceção do sistema antitravamento.O modelo 2018 manteve a arquitetura de dois cilindros paralelos da versão anterior. Com 649 cm³ de capacidade, duplo comando no cabeçote (DOHC) e refrigeração líquida, produz 68 cv a 8.000 rpm de potência máxima e torque máximo de 6,7 kgf.m a 6.500 rpm. Embora tenha perdido quatro cavalos de potência, em virtude da nova regra de emissões de poluentes Euro 4, o motor adotou cilindros do tipo open-deck (ocos) e também perdeu peso. No geral, a moto está 18 kg mais leve do que o modelo anterior, o que melhorou a relação peso-potência. A nova configuração do propulsor privilegiou – ainda mais – o desempenho em médias e baixas rotações, o que ajuda muito no trânsito urbano. Há mais torque disponível e isso reflete em menos trocas no câmbio de seis marchas. Outra novidade da sport-touring nipônica é a embreagem assistida e deslizante, que possibilita trocas de marchas mais rápidas, suaves e precisas. Muito racional para o uso diário, a Ninja 650 também é econômica: em qualquer regime de rotação, o motor não apresenta buracos na aceleração e seu consumo em circuito misto (cidade/estrada) foi de bons 23,04 km/l. Com tanque de 15 litros (1 a menos do que a anterior), a autonomia estimada supera os 300 km.Apesar de sua racionalidade, na cidade, os espelhos retrovisores fixados na carenagem podem esbarrar nos carros. O restrito ângulo de esterço também dificulta manobras em baixas velocidades e, também, para estacionar a moto.Já na estrada, a Ninja 650 demonstra boa estabilidade nas retas e bom ângulo de inclinação nas curvas. A sport-touring da Kawasaki ganha velocidade de forma linear, sem aquela rispidez dos motores de quatro cilindros. A 120 km/h, o motor está a apenas 5.000 giros, mas sempre pedindo mais, mesmo com garupa. Há pouco fôlego acima dos 7.000 giros, mas o suficiente para se divertir até mesmo em pistas, devidamente equipado e com toda a segurança. A nova rabeta ficou mais encorpada e bonita, mas perdeu as alças para a garupa. Uma melhoria para quem vai pegar a estrada é que a Kawasaki projetou pontos de fixação para a instalação de bolsas laterais semirrígidas, vendidas como acessório. O para-brisa oferece boa proteção aerodinâmica e pode ser ajustada em três posições. Redesenhado, o painel de instrumentos ficou mais completo e fácil de visualizar. Traz display em LCD, velocímetro, indicador de marchas, hodômetros total e parcial, média do consumo de combustível, temperatura do líquido de arrefecimento e relógio. Há até uma shift-light que, na unidade avaliada acendia a 5.000 rpm, mas pode ser ajustado.Para quem quer apenas curtir a vida sobre duas rodas, sem tanta tecnologia embarcada, mas com um motor trabalhando de forma linear, a Kawasaki Ninja 650 está certamente entre suas opções de compra. Já que é uma moto honesta, fácil de pilotar e que transmite boa dose de segurança. Modelo ideal para quem está subindo de cilindrada e categoria ou para o motociclista mais experiente que não precisa provar mais nada para ninguém.Motor	Dois cilindros paralelos, 4 tempos, DOHC, 8 válvulas e refrigeração líquidaCapacidade cúbica	649 cm³Diâmetro x curso	83,0 x 60,0 mmTaxa de compressão	10,8 : 1Potência máxima	68 cv a 8.000 rpmTorque máximo	6,7 kgf.m a 6.500 rpmCâmbio Seis marchasTransmissão final CorrenteAlimentação Injeção eletrônicaPartida ElétricaQuadro Treliça em tubos de açoSuspensão dianteira	Garfo telescópico convencional de 41 mm de diâmetro e 125 mm de cursoSuspensão traseira	Monoamortecedor fixado por links com ajuste na pré-carga da mola e 130 mm de cursoFreio dianteiro Disco duplo semi-flutuante em formato margarida com 300 mm de diâmetro e pinça de dois pistões Freio traseiro Disco simples em formato margarida com 220 mm de diâmetro e pinça de um pistãoPneu dianteiro 120/70-ZR17MPneu traseiro 160/60-ZR17Comprimento total 2.055 mmLargura total 740 mmAltura total 1.135 mmEntre eixos 1.410 mmDistância ao solo 130 mmAltura do assento 790 mmPeso	193 kg (em ordem de marcha)Tanque de combustível 15 litrosCores	Preto e verdePreços	R$ 33.990 (preta) e R$ 34.990 (verde, Special Edition)",Nova Ninja 650 foi remodelada agora está mais leve e menos potente
,27/06/2017,https://mototour.com.br/news/royal-enfield-continental-gt-vira-estilosa-racer,mototour,"O modelo ganhou linhas ainda mais minimalistas e uma marcante carenagem frontal, evidenciando ainda mais sua inspiração nas corridas de rua. Os customizadores Birju e Rahul Sinroja também instalaram um coletor de admissão esportivo e novo sistema de escapamento sob o banco. Batizada de “Surf Racer”, a exclusiva Continental GT foi apresentada ao público no festival “Wheels & Waves”, que reúne surf, música e motos customizadas e aconteceu em Biarritz, litoral francês, entre 15 e 18 de junho.",Royal Enfield Continental GT vira estilosa Racer
,07/06/2017,https://mototour.com.br/news/novo-game-da-motogp-esta-mais-realista,mototour,"Disponível para os principais consoles – PS4, Xbox One e PC, a nova versão do jogo traz todos os pilotos, motos e os circuitos oficiais do Mundial de Motovelocidade. O jogador poderá escolher ainda entre outras 70 lendas das pistas, que aceleraram motos das extintas categorias 500cc, 250cc e 125cc.Para deixar o game cada vez mais realista, os desenvolvedores da focaram em aprimorar três pilares técnicos: sistema de gravação com 60 frames por segundo, inteligência artificial e sons iguais aos produzidos pelas motos originais.Além das corridas é possível gerenciar tudo que cerca a competição: piloto, equipe, desenvolvimento da moto e investimento em novos equipamentos. No MotoGP2017 existe ainda a possibilidade de o jogador gerenciar a carreira do piloto, desde as categorias de entrada. Há opção de jogar online e offline em provas individuais ou campeonatos com outros competidores. Na Europa o game oficial da MotoGP 2017 chega ainda este mês e o preço sugerido é de 70,98 Euros, cerca de R$ 260.",Novo game da MotoGP está mais realista
Aldo Tizzani / Agência INFOMOTO ,11/05/2017,https://mototour.com.br/news/inspirada-na-r1-nova-yamaha-r6-ficou-mais-radical,mototour,"Agência INFOMOTOConsiderada uma das superesportivas de média cilindrada mais populares e radicais do planeta por conta de suas vitórias no mundial de Supersport, a Yamaha YZF-R6 chega em seu modelo 2017 totalmente redesenhada. Agora está cada vez mais parecida com sua irmã mais velha, a YZF-R1, de 1.000cc. Tanto em termos de design como em desempenho. Com DNA de competição, melhor aerodinâmica e tecnologia de ponta, a R6 conta com controle de tração, modos de pilotagem, freios ABS e quick shift. Com uma boa relação peso-potência: 190 quilos em ordem de marcha e 118,4 cv de potência máxima, a R6 usa quadro, braço oscilante e tanque de combustível em alumínio. Além disso, o subquadro é construído em magnésio. Já que o assunto é arquitetura construtiva, a nova versão seguiu à risca os traços da R1. Isso em função as novas linhas da carenagem e parabrisa. O resultado, segundo o fabricante, é um aumento de 8% na eficiência aerodinâmica da R6. A R6 está recheada de tecnologia. Tudo para oferecer o mais desempenho, porém com segurança. A superesportiva média traz controle de tração com seis níveis de atuação. O dispositivo também pode ser desabilitado para oferecer uma pilotagem ainda mais radical. A YZF-R6 também está equipada com um novo sistema de trocas rápidas de marcha, sistema semelhante ao utilizado na YZF-R1. Com o Quick Shift System (QSS) não é necessário o acionamento da embreagem para subir as seis marchas.Leve, ágil e rápida a nova R6 está equipada com ciclística digna das motos de competição. Na dianteira suspensão invertida KYB da YZF-R1. Multiajustável, conta com tubos de 43 mm de diâmetro que, segundo o fabricante, oferece mais estabilidade em curvas e também em altas velocidades. A nova YZF-R6 ainda se beneficiou no quesito segurança, já que utiliza os mesmos freios da YZFR1. Ou seja, grandes discos duplos de 320 mm de diâmetro, mordidos por pinças de quatro pistões com fixação radial. Na roda traseira, disco simples de 220 mm. Para uma frenagem mais eficiente, ambas as rodas receberam sistema de freios ABS.Para 2017, a Yamaha redesenhou totalmente a R6, que assumiu uma aparência muito semelhante a R1. É só passar os olhos e conferir a entrada de ar forçada e os faróis duplos de LED embutidos. A nova YZF-R6 apresenta luzes de presença estreitas, que conferem um ar minimalista. O novo desenho da parte traseira reforça ainda mais o estilo esportivo da moto. Já que a lanterna ficou em uma posição vertical.Desenvolvido a partir do novo design da YZF-R1, a nova composição do painel de instrumentos traz informações em mostradores analógico (rpm) e com indicador de marcha, com velocímetro digital multifuncional e luzes indicativas, com destaque para o controle de tração e sistema ABS. Em Portugal, a nova R6 custa 14.095 Euros, o que equivale a R$ 48.500. Infelizmente, segundo a assessoria de imprensa da Yamaha do Brasil, não há intenção de comercializar a superesportiva em nosso País.","Inspirada na R1, nova Yamaha R6 ficou mais radical"
